Type,Date,Description,Address,Latitude,Longitude
Other,10/03/2024 10:33 PM,Suspicious Situation. Event #,"100 BLOCK OF S 7TH ST, Salina, KS",38.8322921,-97.6103762526024
Other,08/28/2024 3:27 PM,Susveh4 ,"EAST THREE ROCKS RD, Otis, ",38.871066,-99.29831495959596
Other,08/28/2024 1:22 PM,Susveh4 ,"EAST THREE ROCKS RD, Otis, ",38.871066,-99.29831495959596
Other,08/21/2024 4:39 PM,Susveh2 ,"EAST THREE ROCKS RD, Otis, ",38.871066,-99.29831495959596
Arrest,05/03/2024 3:30 AM,"A Person Was Arrested For Possession Of Methamphetamine, Possession Of Marijuana, Possession Of Drug Paraphernalia, And Criminal Possession Of A Weapon By A Felon.","400 BLOCK OF E 11TH STREET, Hays, KS",38.871066,-99.29831495959596
Shooting,08/29/2024 12:00 AM,The suspect was killed by Coffeyville Police Department. Cause of death,"W 4TH ST AND POPLAR PL, Coffeyville, KS",37.33758890577951,-95.2676283982516
Arrest,06/19/2024 2:00 AM,"A Four Persons Were Arrested For Possession Of Methamphetamine, Possession Of Drug Paraphernalia, Possession Of Stolen Property, No Insurance.","HIGHWAY 75 AND 150TH RD, Liberty, KS",37.33758890577951,-95.2676283982516
Theft,09/20/2024 8:27 PM,OFFICERS TOOK A THEFT REPORT AT GINZA ON WESTRIDGE DRIVE. A CALLER REPORTED A CELLPHONE HAD BEEN STOLEN.,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Assault,09/11/2024 3:41 PM,"DEPUTIES, CITY AND COUNTY FIRE AND EMS WERE CALLED TO AN INJURY MOTOR VEHICLE ACCIDENT ON OLD FRANKFORT PIKE. ONE PERSON COMPLAINED OF HAND PAIN.","OLD FRANKFORT PIKE, Frankfort, KY",38.08187547625983,-84.72885837512379
Other,08/25/2024 7:12 PM,OFFICERS WERE NOTIFIED OF AN INTOXICATED DRIVER ON WESTRIDGE DRIVE.,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Assault,08/24/2024 2:33 PM,"OFFICERS, CITY FIRE AND EMS TOOK AN ASSAULT REPORT ON WESTRIDGE DRIVE. A CALLER REPORTED SHE THOUGHT SHE WAS “ROOFIED.” SHE SAID SHE WOKE UP IN A STRANGE APARTMENT WEARING CLOTHES THAT AREN’T HERS AND “LOOKS BANGED UP.”","WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Assault,08/14/2024 4:29 PM,OFFICERS WERE CALLED TO A NON-INJURY MOTOR VEHICLE ACCIDENT ON WESTRIDGE DRIVE.,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Other,07/16/2024 12:55 PM,CITY FIREFIGHTERS AND EMS WERE CALLED TO A POSSIBLE GAS LEAK ON WESTRIDGE DRIVE,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Assault,07/12/2024 6:42 PM,OFFICERS RESPONDED TO A NON-INJURY MOTOR VEHICLE ACCIDENT,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Assault,07/10/2024 11:56 AM,OFFICERS WERE CALLED TO A NON-INJURY MOTOR VEHICLE ACCIDENT ON WESTRIDGE DRIVE.,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Assault,06/17/2024 6:25 PM,OFFICERS AND DEPUTIES RESPONDED TO A NON-INJURY MOTOR VEHICLE ACCIDENT,"WESTRIDGE DRIVE, Frankfort, KY",38.08187547625983,-84.72885837512379
Theft,10/02/2024 4:40 PM,"TBUT/DISP-FIREARM(F). . The complainant stated the listed suspect had intentionally assaulted her, prevented her from calling the police, and stole a firearm. .","19XX CHRIS DR, Lexington, KY",38.1042593,-84.4868219516367
Theft,10/02/2024 8:00 AM,THEFT OF PROP MISLAID/DELIVER BY MISTAKE $500-$1K. . The victim states he is unsure of whether his firearms are stolen or misplaced but he is unable to locate them. >$500 .,"9XX VALLEY FARM DR, Lexington, KY",38.1042593,-84.4868219516367
Other,09/29/2024 5:21 PM,"TBUT OR DISP ALL OTHERS. . Suspect took property from victim, with the intent to deprive owner thereof, in an amount less than $500. .","19XX NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Other,09/25/2024 8:58 PM,WANTON ENDANGERMENT-1ST DEGREE. . Victims advised suspect wantonly engaged in conduct that put victims at risk of death or serious physical injury. .,"NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,09/25/2024 2:00 AM,CRIMINAL MISCHIEF-2ND DEGREE. . Complainant advised unknown suspect intentionally and unlawfully damaged her mailbox. .,"19XX LEITNER CT, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,09/21/2024 11:45 PM,CRIMINAL MISCHIEF-2ND DEGREE. . Victim advised that an unknown vehicle intentionally struck their mail box causing a pecuniary loss of $300 USD. .,"17XX COSTIGAN DR, Lexington, KY",38.1042593,-84.4868219516367
Theft,09/16/2024 6:30 PM,TBUT OR DISP CONTENTS FROM VEHICLE. . Unknown suspect(s) took property from victim's vehicle valued under $500 .,"18XX PISACANO DR, Lexington, KY",38.1042593,-84.4868219516367
Theft,08/29/2024 8:00 PM,TBUT OR DISP CONTENTS FROM VEHICLE. . Unknown suspect took control over movable property of another with the intent to deprive the owner thereof. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Other,08/26/2024 5:30 PM,TBUT OR DISP ALL OTHERS $500 < $1K. . The victim stated the unknown suspect took control over her movable property with the intent to deprive her thereof over $500. .,"15XX ARISTIDES BLVD, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,08/25/2024 7:30 PM,CRIMINAL MISCHIEF 1ST DEGREE. . Victim advised unknown suspect busted their window causing over $500 of damage and stole their purse. .,"18XX NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Arrest,08/18/2024 4:05 AM,MENTALLY ILL & DANGER TO SELF/OTHERS - ARREST. . Emergency Detention .,"19XX NEWTOWN PIKE @ COLEMAN CT, Lexington, KY",38.1042593,-84.4868219516367
Other,08/17/2024 11:00 AM,UNAUTHORIZED USE OF A MOTOR VEHICLE 1ST OFF. . Listed subject knowingly operated and exercised control over victim's vehicle without her consent. .,"13XX BULL LEA RD, Lexington, KY",38.1042593,-84.4868219516367
Other,07/29/2024 7:00 PM,TBUT OR DISP ALL OTHERS $1K < $10K. . A known suspect intentionally took physical control of the victims dog with the intent to deprive them thereof valued over $1000 .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,07/29/2024 12:00 PM,CRIMINAL MISCHIEF - RESIDENTIAL RENTAL PROP - 1ST. . The suspect intentionally damaged the property of another causing a pecuniary loss of $500 or more. .,"10XX VALLEY FARM DR, Lexington, KY",38.1042593,-84.4868219516367
Theft,07/18/2024 4:00 PM,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE. . A known suspect stole property mislaid by mistake then attempted to extort money from the victim in order to have the property returned. .,"19XX STANTON WAY, Lexington, KY",38.1042593,-84.4868219516367
Theft,07/16/2024 10:00 PM,TBUT/DISP-FIREARM(F). . The victim states an unknown subject entered her vehicle unlawfully and stole a firearm. .,"18XX NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Theft,07/11/2024 9:00 AM,"TBUT OR DISP CONTENTS FROM VEHICLE. . The victim states an unknown subject entered his vehicle and stole credit cards, using them without his consent charging $1864.42 .","18XX NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Arrest,07/10/2024 1:08 PM,VIOL OF KENTUCKY E.P./D.V.O.. . Known suspect violated an active and served Kentucky EPO/DVO. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Arrest,07/09/2024 4:40 AM,VIOL OF KENTUCKY E.P./D.V.O.. . Victim advised she believes her husband violated the conditions of an active and served EPO. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,07/06/2024 12:36 PM,ASSAULT-4TH DOMESTIC VIOLENCE MINOR INJURY. . Listed suspect (the victims mother) caused visible minor physical injury to the victim. .,"WINBURN DR @ PENNEBAKER DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,06/28/2024 9:38 AM,"TERRORISTIC THREATENING, 3RD DEGREE. . An unknown subject threatened to commit a crime that is likely to result in death or serious physical injury to a known victim. .","NEWTOWN PIKE @ I75 NB EXIT115 OFF R, Lexington, KY",38.1042593,-84.4868219516367
Theft,06/20/2024 12:00 PM,"THEFT OF MAIL MATTER. . Unknown suspect exercised control of mail matter, valued more than $1000, with the intent to deprive the victim thereof. .","15XX ARISTIDES BLVD, Lexington, KY",38.1042593,-84.4868219516367
Assault,06/18/2024 5:00 PM,HARASSING COMMUNICATIONS. . Suspect communicated with the victim via phone with the intent to harass. .,"9XX VALLEY FARM DR, Lexington, KY",38.1042593,-84.4868219516367
Burglary,06/12/2024 10:00 AM,BURGLARY 3RD DEGREE. . Complainant advised unknown suspect(s) unlawfully entered and remained on the property with the intent to commit a crime. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Theft,06/08/2024 7:00 PM,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE. . Complainant advised unknown suspect(s) unlawfully exercised control over his mislaid property. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,06/05/2024 12:00 PM,CRIMINAL MISCHIEF-3RD DEGREE. . Victim advised known suspect intentionally caused damage to property. Valuing Less than $500. .,"18XX BALFOUR DR, Lexington, KY",38.1042593,-84.4868219516367
Shooting,06/04/2024 12:00 AM,GUNSHOT,"NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,06/03/2024 4:37 PM,CRIMINAL MISCHIEF-2ND DEGREE. . Suspect intentionally damaged another's property worth $500 but not more than $1000. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,06/01/2024 1:33 AM,ASSAULT-4TH MINOR INJURY. . Victim advised suspect intentionally caused physical injury to him resulting in minor injury to the face. .,"20XX LAVERNE CT, Lexington, KY",38.1042593,-84.4868219516367
Assault,05/13/2024 3:00 PM,ASSAULT-4TH DOMESTIC VIOLENCE MINOR INJURY. . Listed suspect intentionally caused physical injury (minor/visible) to victim. Suspect and victim are in a dating relationship. .,"19XX NEWTOWN PIKE @ COLEMAN CT, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,05/12/2024 1:00 AM,"CRIMINAL MISCHIEF-2ND DEGREE. . The unknown suspect(s) intentionally caused damaged to property belonging to the Marriott. Damages are less than $1,000. .","18XX NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Assault,05/05/2024 11:15 AM,"TERRORISTIC THREATENING, 3RD DEGREE. . The victim stated an unknown suspect threatened serious physical harm by means of using an explosive device. .","19XX STANTON WAY, Lexington, KY",38.1042593,-84.4868219516367
Theft,05/01/2024 8:00 AM,THEFT OF MOTOR VEHICLE REGISTRATION PLATE. . Complainant advised unknown subject unlawfully took possession of the victim's license plate. .,"11XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Robbery,04/29/2024 3:30 AM,ROBBERY 2ND DEGREE. . Suspect used physical force against the victim in the commission of a theft. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,04/19/2024 11:10 AM,ASSAULT-4TH DOMESTIC VIOLENCE NO VISIBLE INJURY. . Listed suspect intentionally caused physical injury to the listed victim. .,"19XX NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,04/16/2024 6:00 PM,CRIMINAL MISCHIEF-3RD DEGREE. . Unknown suspect intentionally caused less than $500 of damage to victim's property. .,"11XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Arrest,04/15/2024 9:35 AM,VIOL OF KENTUCKY E.P./D.V.O.. . The victim stated that the suspect intentionally violated the provisions of a protection order after he had been served. .,"11XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,04/13/2024 3:00 PM,ASSAULT-4TH MINOR INJURY. . Unknown suspect caused visible physical injury to listed victim. .,"18XX BALFOUR DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,04/02/2024 9:22 AM,ASSAULT-4TH MINOR INJURY. . Listed suspect intentionally caused physical injury to the victim by striking him. .,"NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,04/01/2024 5:00 PM,CRIMINAL MISCHIEF-3RD DEGREE. . Victim advised suspect caused damage to her vehicle without having any right to do so. .,"19XX CHRIS DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,03/29/2024 12:00 AM,Harassment-no Physical Contact,"800 BLOCK OF BULL LEA RUN STE. 105 - UK EQUINE ANALYTICAL CHEMISTRY LAB, Lexington, KY",38.1042593,-84.4868219516367
Burglary,03/23/2024 1:00 PM,BURGLARY 2ND DEGREE. . Complainant advises unknown subject(s) entered her residence and stole listed items. .,"10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Burglary,03/21/2024 12:46 AM,BURGLARY 3RD DEGREE. . Suspect intentionally committed a crime while he knowingly entered and remained unlawfully in a building. .,"NEWTOWN PIKE, Lexington, KY",38.1042593,-84.4868219516367
Assault,03/20/2024 3:55 PM,ASSAULT 1ST DEGREE. . The victim stated an unknown suspect or suspects had shot at him causing minor injury and damage to his vehicle. .,"WINBURN DR @ GERALD DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,03/20/2024 12:01 AM,"TERRORISTIC THREATENING, 3RD DEGREE. . Victim advised the listed suspect unawfully has been harassing and threatening her. .","10XX WINBURN DR, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,03/06/2024 10:00 AM,CRIMINAL MISCHIEF-3RD DEGREE. . The suspect intentionally damaged the property of another causing a pecuniary loss of $300. .,"18XX COSTIGAN DR, Lexington, KY",38.1042593,-84.4868219516367
Other,03/01/2024 1:00 AM,"TBUT OR DISP ALL OTHERS $1K < $10K. . Victim stated a known acquaintance unlawfully stole several items from her residence while staying as a guest, depriving her of the property. .","16XX COSTIGAN DR, Lexington, KY",38.1042593,-84.4868219516367
Assault,02/28/2024 5:00 PM,RAPE 1ST DEGREE. . The victim states she blieves the offender sexually assaulted her in her sleep. .,"13XX BULL LEA RD, Lexington, KY",38.1042593,-84.4868219516367
Vandalism,10/03/2024 2:00 PM,CRIMINAL MISCHIEF 1ST DEGREE. . Complainant stated unknown suspect intentionally caused damage to his vehicle. Value of damage to vehicle is more than $500.00. .,"35XX BEAVER PLACE RD, Lexington, KY",37.97365865,-84.5348737508555
Theft,10/01/2024 7:00 PM,"TBUT OR DISP SHOPLIFTING. . Unknown subject(s) unlawfully stole property, valued at under $1,000, with the intent to deprive the victim thereof. .","36XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,10/01/2024 12:00 AM,"CRIMINAL MISCHIEF-2ND DEGREE. . Complainant advised someone attempted to break into his trailer, causing damage. .","1XX W TIVERTON WAY, Lexington, KY",37.97365865,-84.5348737508555
Other,09/30/2024 12:00 AM,TBUT OR DISP ALL OTHERS. . Complainant advised his scooter was stolen last date. .,"4XX NEWBURY WAY, Lexington, KY",37.97365865,-84.5348737508555
Assault,09/29/2024 4:51 PM,HARASSMENT. . Unknown suspect(s) engaged in conduct which alarmed another person(s) and served no legitimate purpose. .,"NICHOLS PARK DR @ MARKETPLACE DR, Lexington, KY",37.97365865,-84.5348737508555
Assault,09/28/2024 12:00 PM,"ASSAULT-4TH MINOR INJURY. . Victim states while playing basketball, a subject from the gym struck him causing apparent minor injury. .","33XX MALL RD @ ROJAY DR, Lexington, KY",37.97365865,-84.5348737508555
Theft,09/27/2024 8:16 PM,"TBUT OR DISP SHOPLIFTING $500 < $1K. . The suspect(s) unlawfully took property from Lowes. Property valued less than $1,000. .","40XX NICHOLS PARK DR, Lexington, KY",37.97365865,-84.5348737508555
Theft,09/27/2024 5:04 PM,TBUT OR DISP SHOPLIFTING $1K < $10K. . Suspect took movable property valued at over $1000 from the victim with the intent to deprive them thereof. .,"40XX FINN WAY, Lexington, KY",37.97365865,-84.5348737508555
Other,09/26/2024 12:20 PM,TBUT OR DISP ALL OTHERS. . Complainant advised unknown subject intentionally and unlawfully stole her wallet. .,"40XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,09/21/2024 11:59 PM,"CRIMINAL MISCHIEF 1ST DEGREE. . Unknown suspect, intentionally damaged the victims property. .","29XX MAN O WAR BLVD, Lexington, KY",37.97365865,-84.5348737508555
Assault,09/21/2024 6:15 PM,HARASSING COMMUNICATIONS. . Victim stated suspect threatened harm over the phone. .,"40XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,09/18/2024 5:00 PM,"CRIMINAL MISCHIEF-2ND DEGREE. . Unknown suspect intentionally destroyed, damaged property causing pecuniary damage of $400 .","WAVELAND MUSEUM LN, Lexington, KY",37.97365865,-84.5348737508555
Assault,09/17/2024 8:40 PM,HARASSMENT - PHYSICAL CONTACT - NO INJURY. . Listed suspect used physical contact with the intent to intimidate the victim. .,"8XX OVERVIEW DR, Lexington, KY",37.97365865,-84.5348737508555
Assault,09/17/2024 7:23 AM,HARASSING COMMUNICATIONS. . Complainant states that listed suspect is making harassing statements on FaceBook about them. .,"34XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Theft,09/15/2024 6:31 AM,TBUT OR DISP SHOPLIFTING U/$500. . The suspect unlawfully took property from Walmart. Property valued less than $500. .,"40XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Assault,09/12/2024 4:20 PM,ASSAULT-4TH MINOR INJURY. . Complainant stated suspects intentionally caused visible physical injury to her. .,"3XX HARVARD DR, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,09/11/2024 8:00 PM,CRIMINAL MISCHIEF-2ND DEGREE. . Victim states an unknown suspect unlawfully caused damage to property valued under $500. .,"3XX CHAMBERLAIN DR, Lexington, KY",37.97365865,-84.5348737508555
Theft,09/08/2024 10:00 PM,TBUT OR DISP CONTENTS FROM VEHICLE. . Complainant states that an unknown suspect(s) gained access to inside listed vehicle and removed listed item(s) without permission. .,"4XX NEWBURY WAY, Lexington, KY",37.97365865,-84.5348737508555
Theft,09/06/2024 5:30 AM,TBUT OR DISP CONTENTS FROM VEHICLE. . The victim states an unknown subject entered her vehicle unlawfully and stole her personal property.,"41XX VICTORIA WAY, Lexington, KY",37.97365865,-84.5348737508555
Theft,09/01/2024 1:40 PM,"TBUT OR DISP SHOPLIFTING. . Three juvenile suspects took moveable property from a retail store, when they had no right to do so, totaling under $500 for each of them. .","33XX MALL RD, Lexington, KY",37.97365865,-84.5348737508555
Assault,08/27/2024 12:00 PM,"TERRORISTIC THREATENING, 3RD DEGREE. . The complainant reports that a person she works with has made threats to harm her. .","2XX VANDERBILT DR @ PURDUE PL, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/22/2024 9:12 PM,TBUT OR DISP SHOPLIFTING U/$500. . The suspect unlawfully took property from Lowes. Property valued less than $500.. .,"40XX NICHOLS PARK DR, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/22/2024 5:00 PM,"TBUT OR DISP SHOPLIFTING. . Unknown subject stole property, valued at under $1,000, with the intent to deprive the victim thereof. .","40XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Other,08/20/2024 4:20 PM,TBUT OR DISP ALL OTHERS $1K < $10K. . Unknown suspect exercised control over movable property with the intent to deprive the victims thereof. .,"34XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/16/2024 12:36 PM,TBUT OR DISP SHOPLIFTING U/$500. . The suspect(s) unlawfully took property from Old Navy. Property valued less than $500. .,"38XX MALL RD, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,08/15/2024 2:30 AM,CRIMINAL MISCHIEF-2ND DEGREE. . Unknown subject intentionally damaged property belonging to another with no legal right to do so. Estimated damage is less than $500. .,"35XX LOCHDALE TER, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/13/2024 6:15 PM,"TBUT OR DISP SHOPLIFTING $500 < $1K. . The suspect(s) unlawfully took property from Lowes. Property valued less than $1,000. .","40XX NICHOLS PARK DR, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/13/2024 12:43 PM,TBUT OR DISP SHOPLIFTING. . Listed suspect unlawfully took items from a business valued under $100.00. .,"40XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/12/2024 8:50 AM,"TBUT OR DISP SHOPLIFTING $500 < $1K. . The suspect unlawfully took property from Lowes. Property valued less than $1,000. .","40XX NICHOLS PARK DR, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,08/12/2024 8:13 AM,CRIMINAL MISCHIEF-3RD DEGREE. . Complainant states that unknown suspect(s) did listed damage to listed vehicle. .,"37XX WINTHROP DR, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,08/11/2024 6:00 PM,CRIMINAL MISCHIEF-3RD DEGREE. . Complainant states that unknown suspect(s) caused listed damage to listed vehicle. .,"37XX WINTHROP DR, Lexington, KY",37.97365865,-84.5348737508555
Other,08/09/2024 2:20 AM,TBUT OR DISP ALL OTHERS. . Suspect unlawfully stole the victim's property valued at less than $1000. .,"1XX W TIVERTON WAY, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/08/2024 1:00 AM,TBUT OR DISP CONTENTS FROM VEHICLE $1K < $10K. . Complainant advised an unknown suspect intentionally and unlawfully entered his vehicle and stole several items. .,"40XX MOONCOIN WAY, Lexington, KY",37.97365865,-84.5348737508555
Theft,08/07/2024 12:59 PM,TBUT OR DISP SHOPLIFTING. . Listed suspect unlawfully took property from a business valued under $100.00. .,"40XX NICHOLASVILLE RD, Lexington, KY",37.97365865,-84.5348737508555
Other,08/06/2024 7:30 PM,TBUT OR DISP ALL OTHERS. . An unknown suspect took control over movable property with intent to deprive the rightful owner thereof. .,"38XX MALL RD, Lexington, KY",37.97365865,-84.5348737508555
Vandalism,08/06/2024 10:25 AM,"CRIMINAL MISCHIEF-2ND DEGREE. . With having no right to do so, a subject intentionally damaged property worth more than $500 that did not belong to him. .","NICHOLS PARK DR, Lexington, KY",37.97365865,-84.5348737508555
Arrest,08/05/2024 10:00 PM,VIOL OF KENTUCKY E.P./D.V.O.. . The victim advised her father violated the EPO she has against him by 3rd party contact and being within 500 feet of her residence. .,"35XX LOCHDALE TER, Lexington, KY",37.97365865,-84.5348737508555
